SerialNo,CustomerID,CustomerName,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,ChurnStatus
1353,CUST1353,Saima Siddiqui,52.0,Female,Sargodha,Standard,852.78,2,2,1,15.0,2026-05-24,2.9,1
1354,CUST1354,Sara Qureshi,33.0,Female,Bahawalpur,Standard,992.08,44,72,5,27.0,2026-05-12,3.2,0
1355,CUST1355,Saad Raja,18.0,Male,Gujranwala,Standard,845.71,12,16,4,22.0,2026-05-22,2.6,1
1356,CUST1356,Waqar Qureshi,33.0,Male,Sialkot,Premium,2239.07,23,31,4,10.0,2026-04-25,1.7,0
1357,CUST1357,Naveed Iqbal,43.0,Male,Bahawalpur,Premium,3054.42,23,40,4,22.0,2026-03-16,2.4,1
1358,CUST1358,Saad Qureshi,25.0,Male,Faisalabad,Standard,854.78,19,26,0,10.0,2026-05-30,3.2,0
1359,CUST1359,Omer Bhatti,27.0,Male,Bahawalpur,Basic,549.91,44,63,1,26.0,2026-04-19,5.0,0
1360,CUST1360,Saad Hashmi,44.0,Male,Lahore,Basic,615.61,10,21,2,20.0,2026-04-24,1.7,0
1361,CUST1361,Sana Ali,52.0,Female,Karachi,Standard,1261.28,5,6,0,8.0,2026-04-29,4.9,1
1362,CUST1362,Waqar Ali,38.0,Male,Multan,Standard,1259.07,3,5,3,8.0,2026-05-27,4.6,0
1363,CUST1363,Amna Iqbal,29.0,Female,Quetta,Standard,996.97,16,22,0,21.0,2026-05-29,2.2,0
1364,CUST1364,Mehwish Butt,22.0,Female,Islamabad,Standard,1238.68,4,5,1,9.0,2026-05-17,4.5,0
1365,CUST1365,Hina Bhatti,29.0,Female,Sukkur,Standard,1144.17,50,76,2,7.0,2026-05-16,3.9,0
1366,CUST1366,Uzma Ahmed,50.0,Female,Bahawalpur,Basic,557.46,20,33,1,12.0,2026-05-13,3.3,0
1367,CUST1367,Adnan Ansari,36.0,Male,Lahore,Basic,613.21,1,2,3,18.0,2026-05-31,4.5,0
1368,CUST1368,Rizwan Malik,43.0,Male,Lahore,Basic,632.87,3,6,1,14.0,2026-05-25,4.6,0
1369,CUST1369,Rabia Rana,24.0,Female,Karachi,Premium,2745.91,4,6,0,22.0,2026-05-12,,1
1370,CUST1370,Ayesha Qureshi,23.0,Female,Larkana,Basic,304.83,8,9,3,15.0,2026-04-05,5.0,0
1371,CUST1371,Fatima Sheikh,44.0,Female,Hyderabad,Basic,571.81,56,77,3,8.0,2026-05-11,3.9,0
1372,CUST1372,Uzma Iqbal,25.0,Female,Faisalabad,Standard,1132.25,7,9,5,27.0,2026-05-01,4.5,0
1373,CUST1373,Uzma Nawaz,35.0,Female,Islamabad,Premium,2777.48,8,15,0,21.0,2026-05-27,4.4,0
1374,CUST1374,Farida Hashmi,22.0,Female,Islamabad,Premium,,16,22,1,17.0,2026-01-24,4.9,1
1375,CUST1375,Saba Hussain,27.0,Female,Larkana,Basic,512.32,1,3,6,18.0,2026-02-23,4.3,1
1376,CUST1376,Amna Ali,25.0,Female,Sukkur,Basic,514.05,16,27,2,8.0,2026-03-09,3.2,1
1377,CUST1377,Asma Sheikh,44.0,Female,Gujranwala,Standard,,1,2,2,9.0,2026-05-21,3.9,1
1378,CUST1378,Naveed Bhatti,18.0,Male,Rawalpindi,Premium,2373.39,10,10,1,13.0,2026-05-25,3.8,0
1379,CUST1379,Hassan Javed,30.0,Male,Islamabad,Enterprise,7071.13,12,19,3,5.0,2026-05-11,2.8,0
1380,CUST1380,Kamran Iqbal,32.0,Male,Quetta,Basic,617.8,10,21,2,1.0,2026-01-12,4.9,1
1381,CUST1381,Saba Iqbal,38.0,Female,Karachi,Standard,1321.63,13,19,2,30.0,2026-05-11,3.6,0
1382,CUST1382,Mehwish Butt,39.0,Female,Peshawar,Basic,420.83,8,15,4,23.0,2026-05-14,1.2,0
1383,CUST1383,Amna Ali,29.0,Female,Lahore,Enterprise,6135.04,22,31,1,11.0,2026-02-28,1.5,1
1384,CUST1384,Hina Butt,42.0,Female,Faisalabad,Premium,2354.49,4,4,2,6.0,2026-03-26,3.5,1
1385,CUST1385,Maria Ahmed,47.0,Female,Sialkot,Enterprise,4078.28,27,57,3,22.0,2026-05-31,3.3,0
1386,CUST1386,Imran Baig,18.0,Male,Lahore,Basic,711.21,8,13,3,8.0,2026-03-30,3.2,1
1387,CUST1387,Amna Baig,44.0,Female,Sukkur,Premium,2901.17,19,29,1,9.0,2026-04-26,4.0,0
1388,CUST1388,Adnan Iqbal,30.0,Male,Rawalpindi,Standard,1653.8,2,3,2,21.0,2026-04-21,4.7,0
1389,CUST1389,Zara Raja,30.0,Female,Karachi,Basic,462.51,4,5,2,8.0,2026-05-02,3.6,0
1390,CUST1390,Asad Khan,48.0,Male,Peshawar,Standard,853.1,32,49,1,24.0,2026-05-05,3.0,0
1391,CUST1391,Tariq Javed,45.0,Male,Sialkot,Standard,1197.21,8,9,2,13.0,2026-02-10,3.2,1
1392,CUST1392,Imran Iqbal,39.0,Male,Peshawar,Standard,1254.37,6,15,1,6.0,2026-02-27,2.7,0
1393,CUST1393,Bilal Mirza,43.0,Male,Hyderabad,Enterprise,5660.13,17,31,2,14.0,2026-05-10,4.1,0
1394,CUST1394,Asma Hashmi,36.0,Female,Karachi,Basic,395.51,17,40,3,18.0,2026-03-05,3.5,0
1395,CUST1395,Maria Khan,47.0,Female,Karachi,Enterprise,5627.33,3,3,0,10.0,2026-05-14,3.9,0
1396,CUST1396,Saba Mirza,43.0,Female,Sukkur,Standard,705.67,22,36,3,21.0,2026-05-19,2.6,0
1397,CUST1397,Ayesha Butt,29.0,Female,Bahawalpur,Standard,1417.28,21,18,3,18.0,2026-02-19,4.4,1
1398,CUST1398,Omer Sheikh,38.0,Male,Sukkur,Basic,680.64,1,2,3,14.0,2026-05-11,3.3,0
1399,CUST1399,Mehwish Chaudhry,43.0,Female,Sialkot,Standard,1243.47,12,24,2,0.0,2026-04-30,3.5,0
1400,CUST1400,Amna Hashmi,22.0,Female,Faisalabad,Basic,456.2,25,24,1,10.0,2026-05-25,,0
1401,CUST1401,Nadia Hashmi,42.0,Female,Sialkot,Basic,340.63,19,27,4,17.0,2026-04-16,,0
1402,CUST1402,Ahmed Nawaz,40.0,Male,Quetta,Basic,655.77,6,11,6,16.0,2026-04-27,2.5,1
1403,CUST1403,Junaid Javed,35.0,Male,Larkana,Standard,1301.43,31,45,3,18.0,2026-05-24,3.6,0
1404,CUST1404,Asma Ali,34.0,Female,Sargodha,Premium,2108.83,1,1,1,21.0,2026-04-29,3.4,0
1405,CUST1405,Waqar Sheikh,52.0,Male,Multan,Enterprise,5860.4,31,56,2,15.0,2026-03-23,4.5,0
1406,CUST1406,Saba Butt,33.0,Female,Sukkur,Premium,2261.9,53,81,6,13.0,2026-05-18,2.4,0
1407,CUST1407,Hassan Hashmi,28.0,Male,Multan,Enterprise,5450.63,60,85,2,18.0,2026-05-26,2.9,0
1408,CUST1408,Ahmed Raja,43.0,Male,Gujranwala,Enterprise,4348.3,1,1,2,11.0,2026-06-01,3.3,0
1409,CUST1409,Adnan Qureshi,56.0,Male,Sargodha,Premium,1883.09,7,14,3,12.0,2026-05-12,1.6,1
1410,CUST1410,Noor Ahmed,18.0,Female,Faisalabad,Standard,,19,31,0,0.0,2026-05-12,3.1,0
1411,CUST1411,Ahmed Chaudhry,34.0,Male,Sukkur,Standard,1397.03,1,3,1,24.0,2026-05-12,4.5,1
1412,CUST1412,Lubna Bhatti,48.0,Female,Quetta,Basic,448.66,12,10,0,9.0,2026-04-22,2.2,1
1413,CUST1413,Usman Iqbal,29.0,Male,Islamabad,Premium,2497.03,17,24,2,20.0,2026-03-23,4.4,1
1414,CUST1414,Rizwan Raja,34.0,Male,Rawalpindi,Premium,2249.12,20,21,3,19.0,2026-05-12,5.0,1
1415,CUST1415,Asma Hashmi,38.0,Female,Karachi,Enterprise,5645.3,5,9,1,16.0,2026-05-13,2.0,0
1416,CUST1416,Faraz Ansari,18.0,Male,Sukkur,Enterprise,5009.81,20,33,3,14.0,2026-05-18,3.6,0
1417,CUST1417,Uzma Mirza,,Female,Hyderabad,Premium,3156.1,35,43,0,,2026-03-25,3.5,0
1418,CUST1418,Ali Raja,49.0,Male,Larkana,Standard,1222.02,1,1,2,15.0,2026-05-15,3.3,0
1419,CUST1419,Omer Chaudhry,46.0,Male,Multan,Basic,614.75,2,3,0,8.0,2026-05-29,3.3,0
1420,CUST1420,Kamran Ansari,37.0,Male,Lahore,Enterprise,5894.59,49,69,1,15.0,2026-03-15,4.2,1
1421,CUST1421,Rabia Ali,20.0,Female,Gujranwala,Standard,913.9,9,16,1,8.0,2026-05-27,4.7,1
1422,CUST1422,Fatima Iqbal,55.0,Female,Sargodha,Standard,2037.52,2,2,1,14.0,2025-12-24,4.2,1
1423,CUST1423,Sara Sheikh,28.0,Female,Quetta,Basic,520.19,2,5,1,12.0,2026-05-29,2.2,1
1424,CUST1424,Faraz Bhatti,32.0,Male,Sargodha,Basic,376.3,7,10,2,26.0,2026-05-25,3.5,1
1425,CUST1425,Zara Hashmi,25.0,Female,Sialkot,Basic,527.75,40,67,0,12.0,2026-05-25,,0
1426,CUST1426,Omer Siddiqui,18.0,Male,Larkana,Premium,2761.61,19,30,2,3.0,2026-05-14,4.5,1
1427,CUST1427,Ali Hashmi,23.0,Male,Karachi,Basic,365.84,1,3,2,2.0,2026-05-27,3.2,0
1428,CUST1428,Hassan Ahmed,49.0,Male,Hyderabad,Basic,519.66,2,0,3,14.0,2026-01-30,4.3,0
1429,CUST1429,Zara Nawaz,22.0,Female,Sargodha,Standard,1009.08,18,25,2,21.0,2026-05-08,4.7,0
1430,CUST1430,Waqar Baig,32.0,Male,Quetta,Premium,2371.82,6,9,1,19.0,2026-05-14,2.2,0
1431,CUST1431,Faraz Khan,22.0,Male,Quetta,Standard,1235.19,29,49,1,19.0,2026-03-24,4.3,0
1432,CUST1432,Hassan Khan,31.0,Male,Sialkot,Premium,1719.06,3,2,3,17.0,2026-05-26,4.8,0
1433,CUST1433,Naveed Malik,49.0,Male,Gujranwala,Standard,1436.11,60,91,2,18.0,2026-05-27,1.5,1
1434,CUST1434,Rida Hashmi,53.0,Female,Islamabad,Basic,459.13,55,103,2,7.0,2026-04-01,3.5,0
1435,CUST1435,Bilal Qureshi,50.0,Male,Sialkot,Standard,846.72,3,5,2,9.0,2026-05-26,4.8,0
1436,CUST1436,Rabia Iqbal,43.0,Female,Larkana,Standard,745.9,23,34,1,,2026-06-01,4.0,0
1437,CUST1437,Rabia Nawaz,61.0,Female,Multan,Basic,563.22,60,93,1,6.0,2026-05-19,3.4,0
1438,CUST1438,Ali Hussain,31.0,Male,Hyderabad,Premium,2370.46,44,77,5,11.0,2026-05-15,2.1,0
1439,CUST1439,Junaid Mirza,36.0,Male,Rawalpindi,Enterprise,5794.64,1,1,5,18.0,2026-04-23,3.2,0
1440,CUST1440,Usman Siddiqui,40.0,Male,Rawalpindi,Standard,1308.66,54,70,3,21.0,2026-05-08,2.6,0
1441,CUST1441,Rida Siddiqui,24.0,Female,Sukkur,Standard,1083.07,40,62,1,7.0,2026-02-13,2.0,0
1442,CUST1442,Mehwish Siddiqui,41.0,Female,Islamabad,Basic,497.26,9,21,1,11.0,2026-04-04,3.2,0
1443,CUST1443,Asad Hussain,45.0,Male,Larkana,Basic,519.4,20,32,5,7.0,2026-05-06,4.1,0
1444,CUST1444,Waqar Nawaz,32.0,Male,Rawalpindi,Basic,427.44,31,54,2,21.0,2026-05-20,4.6,0
1445,CUST1445,Saba Chaudhry,40.0,Female,Peshawar,Basic,488.19,1,2,3,25.0,2026-05-06,3.7,0
1446,CUST1446,Fatima Ali,46.0,Female,Multan,Basic,408.98,16,25,3,21.0,2026-04-16,3.4,0
1447,CUST1447,Farida Chaudhry,38.0,Female,Gujranwala,Standard,969.86,60,93,2,,2026-05-07,5.0,0
1448,CUST1448,Ahmed Chaudhry,46.0,Male,Rawalpindi,Basic,572.75,5,5,2,3.0,2026-03-23,2.9,1
1449,CUST1449,Maria Siddiqui,41.0,Female,Sukkur,Standard,965.26,46,70,0,0.0,2026-06-01,3.1,1
1450,CUST1450,Hamza Raja,18.0,Male,Larkana,Basic,410.98,19,39,2,12.0,2026-06-01,5.0,0
1451,CUST1451,Omer Sheikh,42.0,Male,Multan,Enterprise,5347.36,12,19,1,20.0,2026-05-10,3.4,0
1452,CUST1452,Saad Mirza,27.0,Male,Gujranwala,Basic,419.26,8,13,2,12.0,2026-05-20,3.3,0
1453,CUST1453,Sana Sheikh,43.0,Female,Islamabad,Premium,,16,30,3,12.0,2026-05-21,2.6,0
1454,CUST1454,Zubair Javed,30.0,Male,Peshawar,Standard,1407.39,2,3,2,8.0,2026-05-24,1.8,1
1455,CUST1455,Sara Ahmed,56.0,Female,Sargodha,Standard,974.49,3,4,5,23.0,2026-04-07,4.6,0
1456,CUST1456,Hina Siddiqui,43.0,Female,Rawalpindi,Basic,530.38,20,29,3,15.0,2026-04-16,4.3,0
1457,CUST1457,Rizwan Iqbal,27.0,Male,Larkana,Standard,923.96,37,39,2,8.0,2026-05-26,3.7,0
1458,CUST1458,Rida Ali,18.0,Female,Islamabad,Standard,1643.44,39,65,0,13.0,2026-03-13,4.5,0
1459,CUST1459,Uzma Bhatti,58.0,Female,Quetta,Basic,495.53,1,2,0,12.0,2026-05-21,3.1,0
1460,CUST1460,Uzma Rana,31.0,Female,Faisalabad,Standard,1398.28,23,24,5,9.0,2026-05-20,3.6,0
1461,CUST1461,Zubair Hussain,43.0,Male,Larkana,Basic,406.97,12,21,0,20.0,2026-03-23,4.0,0
1462,CUST1462,Nadia Qureshi,53.0,Female,Peshawar,Premium,2718.51,25,30,0,12.0,2025-12-03,1.5,1
1463,CUST1463,Amna Javed,54.0,Female,Lahore,Basic,449.52,21,26,4,25.0,2026-05-05,2.5,0
1464,CUST1464,Saima Mirza,34.0,Female,Rawalpindi,Standard,1160.26,24,29,4,21.0,2026-05-26,2.9,0
1465,CUST1465,Mehwish Hashmi,24.0,Female,Quetta,Standard,1060.46,20,33,1,15.0,2026-05-17,4.4,0
1466,CUST1466,Iqra Raja,19.0,Female,Peshawar,Basic,537.14,2,2,5,17.0,2026-05-28,4.7,0
1467,CUST1467,Sana Mirza,33.0,Female,Larkana,Basic,311.15,21,27,4,26.0,2026-05-13,4.8,0
1468,CUST1468,Tariq Hussain,34.0,Male,Lahore,Basic,,34,60,2,27.0,2026-05-09,2.9,0
1469,CUST1469,Faraz Chaudhry,29.0,Male,Gujranwala,Basic,,17,34,2,12.0,2026-05-31,4.6,0
1470,CUST1470,Nadia Nawaz,54.0,Female,Islamabad,Enterprise,4335.44,4,9,2,1.0,2026-05-29,4.1,0
1471,CUST1471,Fatima Qureshi,33.0,Female,Faisalabad,Premium,2495.46,9,8,3,14.0,2026-05-15,1.7,0
1472,CUST1472,Saba Iqbal,46.0,Female,Sargodha,Standard,945.76,2,1,3,0.0,2026-05-12,2.3,1
1473,CUST1473,Omer Hussain,58.0,Male,Rawalpindi,Premium,2643.01,22,31,2,17.0,2026-03-25,4.2,1
1474,CUST1474,Rizwan Iqbal,39.0,Male,Sargodha,Standard,1225.08,3,4,2,,2026-05-21,4.1,0
1475,CUST1475,Iqra Ali,19.0,Female,Multan,Premium,1688.8,1,4,4,22.0,2026-05-30,2.0,1
1476,CUST1476,Nadia Hashmi,18.0,Female,Quetta,Premium,2889.16,1,2,0,16.0,2026-05-29,4.4,1
1477,CUST1477,Naveed Malik,23.0,Male,Faisalabad,Enterprise,8777.49,1,3,3,30.0,2026-05-24,3.1,1
1478,CUST1478,Iqra Hussain,42.0,Female,Peshawar,Standard,1511.19,1,2,4,22.0,2026-05-12,3.0,0
1479,CUST1479,Iqra Iqbal,42.0,Female,Karachi,Standard,1164.4,12,18,1,16.0,2026-04-10,4.0,1
1480,CUST1480,Bilal Siddiqui,38.0,Male,Sialkot,Standard,788.08,60,85,2,25.0,2026-04-04,3.9,0
1481,CUST1481,Saba Chaudhry,33.0,Female,Peshawar,Basic,504.87,3,1,1,2.0,2026-04-15,3.7,1
1482,CUST1482,Zara Siddiqui,37.0,Female,Sialkot,Enterprise,5116.57,4,9,1,13.0,2026-05-19,3.3,0
1483,CUST1483,Sana Butt,26.0,Female,Lahore,Standard,1197.36,52,85,1,17.0,2026-04-21,3.5,0
1484,CUST1484,Fatima Butt,48.0,Female,Rawalpindi,Basic,524.31,3,1,0,17.0,2026-05-23,3.0,0
1485,CUST1485,Nadia Hussain,43.0,Female,Faisalabad,Standard,1251.97,6,4,2,17.0,2026-05-10,3.9,1
1486,CUST1486,Saad Bhatti,38.0,Male,Karachi,Basic,442.28,8,10,3,26.0,2026-05-31,4.0,0
1487,CUST1487,Saba Butt,41.0,Female,Lahore,Basic,511.3,5,11,0,,2026-04-11,3.6,0
1488,CUST1488,Omer Chaudhry,51.0,Male,Islamabad,Premium,1299.03,5,11,2,19.0,2026-05-27,3.8,0
1489,CUST1489,Maria Nawaz,37.0,Female,Sialkot,Enterprise,4626.99,5,9,0,21.0,2026-05-14,3.4,0
1490,CUST1490,Amna Chaudhry,29.0,Female,Karachi,Enterprise,5893.35,7,15,3,12.0,2026-05-12,3.7,0
1491,CUST1491,Rida Hussain,33.0,Female,Hyderabad,Basic,479.62,10,11,1,13.0,2026-04-22,5.0,0
1492,CUST1492,Farida Hashmi,23.0,Female,Sialkot,Basic,575.78,9,11,4,6.0,2026-05-21,2.3,1
1493,CUST1493,Noor Qureshi,39.0,Female,Peshawar,Standard,1683.29,8,8,1,12.0,2026-04-24,3.7,0
1494,CUST1494,Junaid Hussain,26.0,Male,Islamabad,Premium,2408.83,30,47,1,19.0,2026-04-25,2.7,0
1495,CUST1495,Saba Butt,31.0,Female,Bahawalpur,Standard,1164.97,35,48,2,17.0,2026-05-16,5.0,0
1496,CUST1496,Kamran Butt,28.0,Male,Faisalabad,Premium,2298.62,43,68,4,21.0,2026-05-16,2.1,0
1497,CUST1497,Zubair Rana,18.0,Male,Peshawar,Enterprise,6803.65,2,4,2,15.0,2026-05-24,5.0,0
1498,CUST1498,Sana Sheikh,18.0,Female,Hyderabad,Premium,2562.44,1,2,4,27.0,2026-03-05,2.0,1
1499,CUST1499,Maria Raja,33.0,Female,Rawalpindi,Standard,1125.44,6,14,4,6.0,2026-04-27,3.9,0
1500,CUST1500,Waqar Baig,32.0,Male,Multan,Premium,2320.81,19,25,2,14.0,2026-05-27,3.3,0
1501,CUST1501,Ayesha Khan,26.0,Female,Faisalabad,Basic,609.21,29,36,4,22.0,2026-05-30,3.5,0
1502,CUST1502,Farida Rana,18.0,Female,Quetta,Basic,575.05,3,6,2,24.0,2026-05-14,3.3,0
1503,CUST1503,Waqar Malik,30.0,Male,Quetta,Premium,1976.56,2,1,1,16.0,2026-03-21,4.0,0
1504,CUST1504,Ahmed Nawaz,34.0,Male,Lahore,Basic,547.71,4,3,0,26.0,2026-04-30,4.7,1
1505,CUST1505,Maria Ali,49.0,Female,Gujranwala,Premium,2252.54,13,13,1,13.0,2026-05-28,1.1,0
1506,CUST1506,Waqar Mirza,30.0,Male,Islamabad,Basic,568.83,27,44,1,22.0,2026-05-19,3.0,1
1507,CUST1507,Waqar Ahmed,30.0,Male,Sukkur,Standard,1575.71,27,49,3,15.0,2026-01-13,2.7,0
1508,CUST1508,Omer Qureshi,24.0,Male,Quetta,Basic,617.95,31,52,0,11.0,2026-05-22,4.3,1
1509,CUST1509,Nadia Hussain,41.0,Female,Multan,Enterprise,6343.82,5,10,5,16.0,2026-05-19,2.6,0
1510,CUST1510,Junaid Khan,18.0,Male,Karachi,Basic,458.32,9,17,3,21.0,2026-06-01,3.0,0
1511,CUST1511,Kamran Sheikh,,Male,Sargodha,Premium,2408.54,18,22,3,18.0,2026-04-12,4.1,0
1512,CUST1512,Ali Ansari,45.0,Male,Hyderabad,Basic,503.93,7,7,2,11.0,2026-05-01,4.3,0
1513,CUST1513,Adnan Chaudhry,36.0,Male,Larkana,Standard,1089.46,22,31,3,19.0,2026-05-28,4.5,0
1514,CUST1514,Kamran Chaudhry,35.0,Male,Lahore,Basic,515.64,12,16,1,17.0,2026-05-05,3.0,0
1515,CUST1515,Iqra Khan,19.0,Female,Peshawar,Basic,551.31,18,31,3,18.0,2026-02-02,3.6,1
1516,CUST1516,Rida Mirza,29.0,Female,Karachi,Basic,327.86,1,2,0,15.0,2026-05-23,4.2,1
1517,CUST1517,Rida Rana,19.0,Female,Lahore,Premium,2075.72,16,23,1,17.0,2026-03-11,3.0,0
1518,CUST1518,Tariq Sheikh,33.0,Male,Sialkot,Basic,500.33,8,7,3,22.0,2026-05-21,3.8,0
1519,CUST1519,Hina Siddiqui,38.0,Female,Islamabad,Standard,1504.92,6,8,0,19.0,2026-05-31,3.1,0
1520,CUST1520,Uzma Ali,23.0,Female,Multan,Basic,483.39,9,18,4,20.0,2026-05-07,3.4,0
1521,CUST1521,Saba Bhatti,26.0,Female,Gujranwala,Premium,3335.05,4,10,4,9.0,2026-04-06,1.1,0
1522,CUST1522,Kamran Khan,53.0,Male,Sialkot,Premium,3265.02,6,5,2,20.0,2026-04-04,3.5,1
1523,CUST1523,Junaid Hussain,35.0,Male,Sialkot,Basic,523.7,20,32,1,7.0,2026-05-10,1.4,1
1524,CUST1524,Rabia Chaudhry,30.0,Female,Islamabad,Basic,410.29,1,1,2,12.0,2026-05-29,2.5,0
1525,CUST1525,Adnan Hashmi,51.0,Male,Bahawalpur,Premium,2364.75,15,24,2,14.0,2026-04-08,4.7,0
1526,CUST1526,Ayesha Bhatti,21.0,Female,Sargodha,Enterprise,3728.44,25,43,1,16.0,2026-04-24,2.8,0
1527,CUST1527,Fatima Hussain,33.0,Female,Sukkur,Premium,2741.15,1,1,2,0.0,2026-04-25,3.0,1
1528,CUST1528,Shahid Ahmed,21.0,Male,Larkana,Enterprise,5507.93,4,7,3,,2026-04-19,3.9,0
1529,CUST1529,Adnan Baig,32.0,Male,Hyderabad,Basic,516.07,60,90,2,27.0,2026-05-30,2.6,0
1530,CUST1530,Usman Rana,43.0,Male,Lahore,Enterprise,6300.31,1,1,3,9.0,2026-05-31,5.0,1
1531,CUST1531,Zubair Malik,18.0,Male,Lahore,Basic,638.99,26,37,0,15.0,2026-04-15,2.9,0
1532,CUST1532,Kamran Bhatti,50.0,Male,Lahore,Standard,1656.42,20,27,2,15.0,2026-03-08,,0
1533,CUST1533,Zubair Hussain,50.0,Male,Peshawar,Basic,551.0,20,30,2,13.0,2026-03-29,2.0,1
1534,CUST1534,Lubna Hashmi,20.0,Female,Gujranwala,Basic,351.02,35,53,3,12.0,2026-05-12,2.3,0
1535,CUST1535,Sana Mirza,29.0,Female,Peshawar,Basic,585.2,59,94,1,16.0,2026-05-01,3.2,0
1536,CUST1536,Saima Nawaz,35.0,Female,Bahawalpur,Standard,652.01,42,66,0,6.0,2026-05-12,1.0,1
1537,CUST1537,Fatima Baig,37.0,Female,Peshawar,Premium,2961.29,21,30,8,17.0,2026-05-20,3.4,0
1538,CUST1538,Rida Javed,20.0,Female,Islamabad,Standard,879.19,1,0,2,21.0,2026-05-01,5.0,1
1539,CUST1539,Farida Qureshi,20.0,Female,Quetta,Basic,446.72,22,39,1,18.0,2026-05-09,2.8,0
1540,CUST1540,Sana Siddiqui,26.0,Female,Islamabad,Premium,1986.98,60,89,1,25.0,2026-05-22,1.8,1
1541,CUST1541,Ahmed Khan,32.0,Male,Sukkur,Standard,1240.97,8,7,0,10.0,2026-05-13,2.0,0
1542,CUST1542,Saba Ansari,18.0,Female,Peshawar,Enterprise,5336.72,13,20,4,4.0,2026-04-30,2.7,0
1543,CUST1543,Rabia Iqbal,35.0,Female,Lahore,Standard,1234.57,38,53,5,15.0,2026-05-24,4.4,1
1544,CUST1544,Omer Iqbal,43.0,Male,Islamabad,Basic,224.55,1,1,3,17.0,2026-05-25,3.4,0
1545,CUST1545,Noor Bhatti,25.0,Female,Bahawalpur,Standard,1382.1,60,90,2,17.0,2026-05-14,1.5,0
1546,CUST1546,Omer Ansari,40.0,Male,Bahawalpur,Basic,467.42,16,21,3,22.0,2026-05-11,2.6,0
1547,CUST1547,Fatima Malik,,Female,Faisalabad,Standard,916.55,43,74,1,26.0,2026-05-19,3.3,0
1548,CUST1548,Tariq Hussain,40.0,Male,Sialkot,Standard,,2,1,1,9.0,2026-04-25,1.4,0
1549,CUST1549,Ahmed Sheikh,44.0,Male,Sargodha,Basic,608.42,2,4,3,25.0,2026-05-05,2.5,0
1550,CUST1550,Saba Iqbal,46.0,Female,Larkana,Basic,506.38,1,1,2,24.0,2026-05-15,3.4,0
1551,CUST1551,Maria Ansari,23.0,Female,Faisalabad,Standard,1114.64,21,31,1,15.0,2026-05-04,4.6,0
1552,CUST1552,Lubna Qureshi,42.0,Female,Bahawalpur,Standard,814.35,60,103,3,6.0,2026-04-20,2.2,0
1553,CUST1553,Hassan Iqbal,29.0,Male,Sargodha,Premium,2545.0,37,63,1,19.0,2026-05-31,2.1,0
1554,CUST1554,Nadia Baig,38.0,Female,Bahawalpur,Basic,263.21,11,22,1,18.0,2026-05-27,3.4,0
1555,CUST1555,Fatima Sheikh,60.0,Female,Lahore,Premium,2573.15,14,12,0,,2026-05-22,,0
1556,CUST1556,Rabia Ansari,47.0,Female,Islamabad,Basic,353.3,25,37,0,13.0,2026-04-09,4.4,0
1557,CUST1557,Zubair Rana,23.0,Male,Islamabad,Standard,1325.11,45,61,1,15.0,2026-04-09,2.0,1
1558,CUST1558,Hamza Chaudhry,36.0,Male,Karachi,Premium,1921.78,22,38,1,30.0,2026-04-27,3.4,0
1559,CUST1559,Tariq Ansari,40.0,Male,Quetta,Standard,1612.04,4,7,0,20.0,2026-05-06,2.1,0
1560,CUST1560,Usman Qureshi,51.0,Male,Lahore,Basic,586.02,1,0,1,16.0,2026-04-12,2.9,1
1561,CUST1561,Fatima Iqbal,43.0,Female,Rawalpindi,Standard,1337.01,19,32,2,17.0,2026-02-16,5.0,0
1562,CUST1562,Ahmed Ahmed,38.0,Male,Faisalabad,Premium,2568.21,6,13,2,8.0,2026-03-18,2.6,1
1563,CUST1563,Hassan Chaudhry,30.0,Male,Hyderabad,Premium,2657.46,26,49,4,14.0,2026-05-28,3.0,0
1564,CUST1564,Uzma Rana,28.0,Female,Sargodha,Basic,593.65,10,14,2,16.0,2026-03-05,2.1,1
1565,CUST1565,Iqra Siddiqui,39.0,Female,Sukkur,Basic,399.1,9,17,1,,2026-05-29,4.5,0
1566,CUST1566,Saba Nawaz,33.0,Female,Karachi,Enterprise,5456.86,22,33,4,7.0,2026-04-07,4.6,0
1567,CUST1567,Ahmed Hashmi,25.0,Male,Sukkur,Standard,1053.62,12,14,2,17.0,2026-05-18,,0
1568,CUST1568,Ahmed Nawaz,35.0,Male,Lahore,Premium,2289.17,4,9,1,25.0,2026-05-02,5.0,0
1569,CUST1569,Saad Hashmi,18.0,Male,Sialkot,Standard,939.56,17,19,0,14.0,2026-06-01,3.4,0
1570,CUST1570,Nadia Khan,43.0,Female,Gujranwala,Enterprise,3771.22,1,3,2,29.0,2026-04-29,3.1,0
1571,CUST1571,Saad Ahmed,28.0,Male,Sargodha,Premium,2218.94,11,23,1,30.0,2026-04-28,3.1,0
1572,CUST1572,Adnan Rana,33.0,Male,Peshawar,Premium,2177.3,15,13,2,21.0,2026-06-01,3.6,0
1573,CUST1573,Mehwish Rana,27.0,Female,Gujranwala,Premium,2603.44,1,0,2,6.0,2026-05-24,5.0,0
1574,CUST1574,Rabia Nawaz,52.0,Female,Rawalpindi,Premium,2534.44,32,56,2,28.0,2026-04-26,2.7,0
